,AA,AC,AD,AE,AF,AG,AH,AI,AK,AL,AM,AN,AP,AQ,AR,AS,AT,AV,AW,AY,CC,CD,CE,CF,CG,CH,CI,CK,CL,CM,CN,CP,CQ,CR,CS,CT,CV,CW,CY,DD,DE,DF,DG,DH,DI,DK,DL,DM,DN,DP,DQ,DR,DS,DT,DV,DW,DY,EE,EF,EG,EH,EI,EK,EL,EM,EN,EP,EQ,ER,ES,ET,EV,EW,EY,FF,FG,FH,FI,FK,FL,FM,FN,FP,FQ,FR,FS,FT,FV,FW,FY,GG,GH,GI,GK,GL,GM,GN,GP,GQ,GR,GS,GT,GV,GW,GY,HH,HI,HK,HL,HM,HN,HP,HQ,HR,HS,HT,HV,HW,HY,II,IK,IL,IM,IN,IP,IQ,IR,IS,IT,IV,IW,IY,KK,KL,KM,KN,KP,KQ,KR,KS,KT,KV,KW,KY,LL,LM,LN,LP,LQ,LR,LS,LT,LV,LW,LY,MM,MN,MP,MQ,MR,MS,MT,MV,MW,MY,NN,NP,NQ,NR,NS,NT,NV,NW,NY,PP,PQ,PR,PS,PT,PV,PW,PY,QQ,QR,QS,QT,QV,QW,QY,RR,RS,RT,RV,RW,RY,SS,ST,SV,SW,SY,TT,TV,TW,TY,VV,VW,VY,WW,WY,YY,Label
10,2,0,4,2,0,3,1,3,2,0,2,2,1,1,2,3,2,2,0,1,0,1,0,0,1,1,0,0,1,0,4,0,0,1,2,1,0,0,2,3,4,3,3,0,5,4,3,1,3,2,3,2,2,2,0,0,2,1,0,3,1,3,2,3,0,2,1,1,1,2,0,1,0,4,1,0,1,2,2,2,2,0,2,0,0,2,0,4,0,0,6,1,2,4,4,0,0,4,2,4,5,4,1,0,2,0,1,0,2,1,0,2,2,2,4,0,1,0,0,0,2,6,2,0,2,0,2,2,4,1,0,0,2,2,2,1,1,0,3,3,3,2,0,0,4,0,3,4,1,4,5,2,2,0,0,0,2,0,0,0,3,0,0,0,0,0,4,0,2,1,1,1,0,2,2,3,1,7,6,3,2,2,0,2,1,1,1,0,0,2,2,1,1,1,0,11,6,2,1,0,1,3,0,0,3,0,0,0,0,0,DNA
11,13,0,4,4,3,3,0,4,4,11,2,6,5,2,11,7,3,2,1,1,0,2,0,0,0,0,2,1,1,1,1,1,0,2,1,2,1,2,0,2,3,2,4,1,2,2,7,1,2,4,1,3,8,3,2,0,0,3,0,0,2,0,2,3,0,5,3,3,2,4,3,1,1,0,0,0,1,0,0,5,1,2,1,1,2,3,0,0,1,0,1,1,3,4,3,1,1,1,3,2,2,0,0,1,1,0,1,1,2,0,1,1,0,1,4,2,0,2,0,1,0,2,1,3,4,2,4,3,0,1,0,1,1,2,0,1,1,1,2,2,0,2,0,1,9,2,2,7,4,5,9,3,4,1,4,0,0,0,2,1,0,1,0,0,2,0,0,1,4,3,1,2,2,1,5,1,3,6,2,4,2,1,2,6,4,2,2,1,0,7,5,4,4,2,1,5,6,4,2,2,3,1,0,1,3,1,1,0,1,0,DNA
12,0,0,1,0,1,0,0,2,0,2,0,0,0,1,0,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,1,1,0,0,0,0,0,1,0,2,1,0,0,1,1,1,0,0,3,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2,0,0,0,1,1,1,0,0,0,1,2,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,1,0,0,1,0,0,2,0,0,1,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,DNA
13,4,5,2,2,1,4,1,0,1,4,1,0,7,4,4,6,2,4,0,0,2,4,2,0,8,0,0,2,6,0,0,3,2,3,2,0,2,0,1,1,4,2,2,1,0,2,3,0,0,2,0,1,2,5,1,1,0,3,1,1,0,1,1,2,0,2,3,1,2,1,1,2,1,0,0,1,0,1,2,1,0,1,1,0,2,2,0,1,0,0,5,1,2,1,4,0,0,5,0,2,2,5,1,1,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,3,1,1,0,4,5,7,1,2,1,0,0,3,0,0,7,4,6,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,7,2,4,7,5,5,0,2,0,5,3,1,4,1,0,10,4,1,1,1,1,2,2,2,1,0,0,0,0,1,1,2,0,0,0,2,DNA
14,4,0,2,3,0,0,0,0,12,2,0,0,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,1,0,0,0,1,0,0,0,0,0,0,16,1,0,1,9,1,2,4,2,6,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,DNA
15,6,0,4,7,0,2,2,3,4,5,2,4,4,2,0,8,4,4,2,4,0,0,1,2,0,1,1,2,0,2,0,0,1,0,3,1,0,0,0,3,5,3,6,0,5,5,6,1,1,5,1,4,7,1,6,0,1,7,1,3,2,4,12,6,1,1,1,1,1,4,1,12,1,5,0,3,0,0,4,2,1,2,1,0,3,4,1,1,1,2,5,1,5,11,5,3,2,0,5,2,5,5,5,0,1,0,2,0,0,0,2,2,0,0,4,1,1,1,0,1,3,7,1,1,2,1,3,5,0,2,1,1,16,16,5,3,5,4,3,11,7,8,0,3,11,0,1,4,4,4,9,4,2,2,3,0,1,2,0,0,0,0,6,0,1,1,1,0,6,2,1,0,0,2,4,1,1,4,0,3,1,0,3,1,1,1,4,0,0,1,2,1,4,2,2,5,5,3,1,2,3,2,0,0,3,0,1,0,2,2,DNA
16,1,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,1,2,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,DNA
17,3,0,5,10,4,7,1,6,4,5,1,5,4,2,5,3,7,4,0,3,0,0,0,1,2,0,2,0,0,0,1,1,0,1,0,0,1,0,0,2,3,3,10,4,1,3,1,2,2,2,2,5,8,2,3,0,3,3,4,2,1,3,5,10,4,6,4,1,5,4,4,9,1,6,2,1,1,1,0,5,0,0,5,1,2,2,3,0,1,3,4,1,7,8,9,0,3,4,2,4,6,6,2,0,2,0,1,3,1,0,1,0,1,1,0,2,1,0,0,1,8,4,1,1,3,2,2,8,6,3,1,7,4,7,0,2,1,0,2,6,4,5,1,2,8,4,4,2,2,3,12,3,9,2,4,1,1,2,2,1,2,0,0,0,2,1,1,1,0,2,3,4,1,1,1,1,6,3,0,7,0,0,1,3,2,1,6,0,0,1,3,6,3,1,0,4,5,10,0,5,3,3,2,3,7,0,1,0,0,1,DNA
18,2,0,2,2,0,1,0,0,1,1,0,1,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,2,0,0,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,5,0,0,0,0,0,1,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,1,0,0,1,2,0,0,0,0,0,2,1,1,0,1,0,1,0,0,0,1,3,0,0,2,0,0,0,0,0,DNA
19,2,0,0,1,0,5,0,2,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,4,1,0,1,0,1,2,0,0,1,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,DNA
20,2,0,0,1,0,5,0,2,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,4,1,0,1,0,1,2,0,0,1,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,DNA
21,2,0,0,2,1,1,0,0,2,4,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,1,4,0,1,1,0,1,2,0,0,4,2,1,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,0,0,1,0,1,0,0,0,1,2,0,0,0,1,0,1,0,0,0,1,3,2,2,1,1,4,2,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DNA
22,2,0,2,2,2,2,0,2,1,3,2,3,2,1,1,4,6,2,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,2,2,0,0,1,1,2,0,0,5,1,8,0,2,5,0,2,2,1,2,0,0,3,1,5,1,5,2,1,1,1,3,3,1,1,1,0,0,0,1,4,0,1,0,3,0,3,1,3,3,2,3,1,0,1,6,1,4,3,1,1,5,7,5,3,5,4,2,1,2,0,0,2,0,0,3,2,0,0,1,2,1,0,0,4,3,2,0,1,3,2,2,3,1,0,0,2,4,2,0,1,1,1,1,0,1,2,0,0,4,1,4,6,2,5,4,4,1,0,0,0,1,3,2,0,3,0,0,0,0,2,2,4,1,2,3,3,0,2,5,2,1,11,1,7,0,2,14,2,2,3,3,0,1,1,3,3,2,0,1,3,6,2,0,1,4,3,0,2,5,1,0,0,0,0,DNA
23,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,1,1,2,0,1,3,0,2,2,0,4,1,2,0,2,1,1,0,0,1,1,0,1,0,0,0,2,0,1,4,0,0,0,2,1,0,2,0,0,1,0,0,1,3,3,0,0,0,0,0,1,3,1,2,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,1,2,0,4,2,3,0,0,0,1,0,3,2,3,2,1,1,1,1,0,3,5,0,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0,2,1,0,1,1,0,0,1,1,2,0,0,1,0,0,1,0,0,2,0,0,0,1,0,1,1,0,1,1,3,1,1,0,0,0,2,2,0,2,1,1,0,0,1,0,0,0,0,1,DNA
24,2,0,1,4,0,0,0,1,4,1,0,0,0,1,1,5,0,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,8,3,1,2,1,3,1,2,0,3,2,2,2,1,2,4,0,1,2,2,1,0,4,6,2,3,3,1,3,6,3,2,2,0,1,1,1,0,2,2,0,0,2,1,0,0,1,2,1,0,1,4,0,0,2,4,3,0,0,2,1,3,2,1,0,1,0,1,1,1,1,0,1,1,3,1,0,1,0,0,0,1,1,0,0,1,1,1,2,0,1,1,1,0,5,2,2,3,2,3,4,3,2,0,0,2,2,1,1,1,3,2,3,2,1,2,0,1,0,0,1,4,1,0,2,0,1,1,2,1,2,1,0,1,2,0,0,0,1,2,1,0,0,1,1,1,2,1,0,0,1,3,1,1,0,2,3,5,2,1,0,1,3,0,2,0,1,0,0,0,0,DNA
25,0,0,0,0,1,0,0,1,2,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,1,1,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,DNA
26,0,0,0,0,1,1,0,0,0,2,1,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,1,1,1,0,3,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,2,0,0,0,2,0,0,0,0,1,0,1,0,1,2,0,2,2,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DNA
27,3,0,0,1,0,0,0,0,1,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,3,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DNA
28,4,1,2,6,2,3,0,1,4,8,0,4,1,1,3,4,6,4,0,3,0,0,1,1,0,0,0,1,2,0,1,0,0,0,4,1,0,1,0,1,3,2,2,1,1,3,1,0,1,0,0,3,5,2,1,1,0,7,0,4,0,0,2,4,0,2,1,4,0,5,3,2,1,1,3,2,1,2,4,4,0,3,0,2,1,0,1,2,2,0,2,0,1,1,4,0,1,1,0,2,6,2,1,0,1,0,0,3,3,0,0,0,0,0,1,0,1,0,1,0,2,2,0,1,1,0,2,1,3,0,0,0,3,3,0,3,0,1,4,9,1,1,0,1,3,2,4,1,5,2,5,3,3,2,1,0,0,1,1,1,0,0,2,0,0,0,0,1,1,3,4,1,1,1,2,0,0,0,0,2,0,0,1,0,0,3,1,2,0,2,1,1,2,0,3,3,0,3,1,1,2,2,0,1,0,0,1,0,0,0,DNA
